Year,Port,Millions of Pounds,State
1985,"Dutch Harbor, AK",106.3,AK
1985,"Kodiak, AK",96.1,AK
1985,"New Bedford, MA",92.1,MA
1985,"Rockland, ME",59.0,ME
1985,"Point Judith, RI",58.1,RI
1985,"Cape May-Wildwood, NJ",48.8,NJ
1985,"Seattle, WA",42.2,WA
1985,"Gulfport-Biloxi, MS",41.1,MS
1985,"Bellingham, WA",38.8,WA
1985,"Portland, ME",37.0,ME
1985,"Akutan, AK",32.3,AK
1985,"San Francisco Area, CA",31.0,CA
1985,"Provincetown-Chatham, MA",30.2,MA
1985,"Newport, OR",29.4,OR
1985,"Eureka, CA",28.5,CA
1985,"Coos Bay-Charleston, OR",25.6,OR
1985,"Astoria, OR",25.5,OR
1985,"Ocean City, MD",24.5,MD
1985,"Aransas Pass-Rockport, TX",24.2,TX
1985,"Brownsville-Port Isabel, TX",22.9,TX
1985,"Wanchese-Stumpy Point, NC",22.7,NC
1985,"Atlantic City, NJ",22.7,NJ
1985,"Hampton Roads Area, VA",22.3,VA
1985,"Bayou La Batre, AL",21.0,AL
1985,"Lafitte-Barataria, LA",20.6,LA
1985,"Cape Canaveral, FL",20.3,FL
1985,"Port Hueneme-Oxnard-Ventura, CA",19.9,CA
1985,"Crescent City, CA",19.8,CA
1985,"Boston, MA",19.8,MA
1985,"Port Moller, AK",19.5,AK
1985,"Point Pleasant, NJ",18.4,NJ
1985,"Monterey, CA",18.2,CA
1985,"Golden Meadow-Leeville, LA",18.2,LA
1985,"Newport, RI",16.8,RI
1985,"Fort Bragg, CA",16.0,CA
1985,"Oriental-Vandemere, NC",15.3,NC
1985,"Key West, FL",15.3,FL
1985,"Anacortes-La Conner, WA",14.2,WA
1985,"Westport, WA",12.8,WA
1985,"Galveston, TX",12.8,TX
1985,"Everett, WA",12.5,WA
1985,"Morro Bay, CA",12.1,CA
1985,"Port Arthur, TX",11.6,TX
1985,"Grand Isle, LA",11.1,LA
1985,"Delacroix-Yscloskey, LA",11.0,LA
1985,"Panama City, FL",10.9,FL
1985,"Chincoteague, VA",10.9,VA
1985,"Santa Barbara, CA",10.7,CA
1985,"Apalachicola, FL",10.0,FL
1985,"Moss Landing, CA",9.6,CA
1985,"Hampton Bay-Shinnicock, NY",9.1,NY
1985,"Freeport, TX",8.8,TX
1985,"Fort Myers, FL",8.7,FL
1985,"Montauk, NY",8.4,NY
1985,"Morgan City-Berwick, LA",7.7,LA
1985,"Delcambre, LA",7.7,LA
1985,"Ilwaco-Chinook, WA",7.0,WA
1985,"Bodega Bay, CA",6.9,CA
1985,"Cape Charles-Oyster, VA",6.7,VA
1985,"Darien-Bellville, GA",6.4,GA
1985,"Tacoma, WA",6.3,WA
1985,"Brookings, OR",6.2,OR
1985,"San Diego, CA",6.1,CA
1985,"Tillamook, OR",5.8,OR
1985,"Bon Secour-Gulf Shores, AL",5.8,AL
1985,"Port Orford, OR",5.6,OR
1984,"Cameron, LA",679.2,LA
1984,"Reedville, VA",474.7,VA
1984,"Pascagoula-Moss Point, MS",425.3,MS
1984,"Empire-Venice, LA",383.5,LA
1984,"Dulac-Chauvin, LA",327.2,LA
1984,"Los Angeles, CA",237.0,CA
1984,"Gloucester, MA",180.5,MA
1984,"Kodiak, AK",113.6,AK
1984,"New Bedford, MA",100.3,MA
1984,"Point Judith, RI",71.0,RI
1984,"Seattle, WA",60.3,WA
1984,"Petersburg, AK",54.1,AK
1984,"Cape May-Wildwood, NJ",52.9,NJ
1984,"Gulfport-Biloxi, MS",50.8,MS
1984,"Dutch Harbor, AK",46.9,AK
1984,"Cape Canaveral, FL",45.1,FL
1984,"San Diego, CA",43.6,CA
1984,"Rockland, ME",43.2,ME
1984,"Sitka, AK",39.8,AK
1984,"Portland, ME",37.8,ME
1984,"Bellingham, WA",34.0,WA
1984,"Hampton Roads Area, VA",33.4,VA
1984,"Monterey, CA",30.3,CA
1984,"Atlantic City, NJ",28.8,NJ
1984,"Wanchese-Stumpy Point, NC",28.1,NC
1984,"Provincetown-Chatham, MA",27.7,MA
1984,"Newport, OR",25.7,OR
1984,"Aransas Pass-Rockport, TX",25.2,TX
1984,"Ocean City, MD",24.4,MD
1984,"Astoria, OR",23.1,OR
1984,"Brownsville-Port Isabel, TX",23.0,TX
1984,"Eureka, CA",22.5,CA
1984,"San Francisco Area, CA",22.4,CA
1984,"Boston, MA",20.3,MA
1984,"Coos Bay-Charleston, OR",20.1,OR
1984,"Port Moller, AK",18.3,AK
1984,"Bayou La Batre, AL",18.2,AL
1984,"Key West, FL",17.7,FL
1984,"Oriental-Vandemere, NC",17.2,NC
1984,"Golden Meadow-Leeville, LA",16.2,LA
1984,"Crescent City, CA",15.9,CA
1984,"Westport, WA",15.0,WA
1984,"Point Pleasant, NJ",13.3,NJ
1984,"Fort Bragg, CA",12.7,CA
1984,"Lafitte-Barataria, LA",12.5,LA
1984,"Galveston, TX",11.9,TX
1984,"Montauk, NY",10.9,NY
1984,"Delacroix-Yscloskey, LA",10.8,LA
1984,"Apalachicola, FL",10.8,FL
1984,"Ilwaco-Chinook, WA",10.6,WA
1984,"Santa Barbara, CA",10.1,CA
1984,"Port Hueneme-Oxnard-Ventura, CA",9.4,CA
1984,"Akutan, AK",9.4,AK
1984,"Grand Isle, LA",9.2,LA
1984,"Freeport, TX",9.0,TX
1984,"Delcambre, LA",8.6,LA
1984,"Hampton Bay-Shinnicock, NY",8.2,NY
1984,"Fort Myers, FL",8.2,FL
1984,"Chincoteague, VA",8.2,VA
1984,"Everett, WA",6.6,WA
1984,"Darien-Bellville, GA",6.5,GA
1984,"Homer, AK",6.4,AK
1984,"Anacortes-La Conner, WA",6.4,WA
1984,"Bon Secour-Gulf Shores, AL",5.9,AL
1984,"Brookings, OR",5.1,OR
1984,"Greenport, NY",4.9,NY
1984,"Cape Charles-Oyster, VA",4.5,VA
1983,"Cameron, LA",743.9,LA
1983,"Reedville, VA",631.4,VA
1983,"Pascagoula-Moss Point, MS",380.2,MS
1983,"Empire-Venice, LA",281.9,LA
1983,"Dulac-Chauvin, LA",269.2,LA
1983,"Los Angeles, CA",262.3,CA
1983,"Gloucester, MA",152.1,MA
1983,"New Bedford, MA",112.3,MA
1983,"Kodiak, AK",89.0,AK
1983,"San Diego, CA",84.6,CA
1983,"Point Judith, RI",62.8,RI
1983,"Gulfport-Biloxi, MS",57.6,MS
1983,"Rockland, ME",55.1,ME
1983,"Portland, ME",54.8,ME
1983,"Petersburg, AK",50.3,AK
1983,"Dutch Harbor, AK",48.9,AK
1983,"Cape May-Wildwood, NJ",43.1,NJ
1983,"Seattle, WA",42.2,WA
1983,"San Francisco Area, CA",42.0,CA
1983,"Akutan, AK",33.7,AK
1983,"Hampton Roads Area, VA",31.0,VA
1983,"Newport, OR",28.8,OR
1983,"Astoria, OR",28.5,OR
1983,"Wanchese-Stumpy Point, NC",27.0,NC
1983,"Provincetown-Chatham, MA",26.7,MA
1983,"Coos Bay-Charleston, OR",26.2,OR
1983,"Boston, MA",24.2,MA
1983,"Bellingham, WA",23.9,WA
1983,"Port Hueneme-Oxnard-Ventura, CA",22.7,CA
1983,"Eureka, CA",21.9,CA
1983,"Brownsville-Port Isabel, TX",21.0,TX
1983,"Aransas Pass-Rockport, TX",21.0,TX
1983,"Ocean City, MD",20.6,MD
1983,"Westport, WA",18.5,WA
1983,"Atlantic City, NJ",18.1,NJ
1983,"Monterey, CA",17.6,CA
1983,"Cape Canaveral, FL",15.4,FL
1983,"Crescent City, CA",14.5,CA
1983,"Fort Bragg, CA",14.4,CA
1983,"Oriental-Vandemere, NC",14.0,NC
1983,"Bayou La Batre, AL",13.6,AL
1983,"Galveston, TX",12.0,TX
1983,"Key West, FL",11.7,FL
1983,"Point Pleasant, NJ",11.5,NJ
1983,"Chincoteague, VA",11.3,VA
1983,"Ilwaco-Chinook, WA",10.8,WA
1983,"Apalachicola, FL",10.8,FL
1983,"Lafitte-Barataria, LA",9.4,LA
1983,"Santa Barbara, CA",9.3,CA
1983,"Golden Meadow-Leeville, LA",9.3,LA
1983,"Everett, WA",9.2,WA
1983,"Greenport, NY",8.4,NY
1983,"Fort Myers, FL",7.3,FL
1983,"Anacortes-La Conner, WA",7.0,WA
1983,"Darien-Bellville, GA",6.9,GA
1983,"Delacroix-Yscloskey, LA",6.6,LA
1983,"Grand Isle, LA",6.4,LA
1983,"Port Lavaca, TX",6.0,TX
1983,"Port Arthur, TX",6.0,TX
1983,"Palacios, TX",6.0,TX
1983,"Freeport, TX",6.0,TX
1983,"Cape Charles-Oyster, VA",5.7,VA
1983,"Port Orford, OR",5.6,OR
1983,"Delcambre, LA",5.6,LA
1983,"Bon Secour-Gulf Shores, AL",5.0,AL
1983,"Brookings, OR",4.7,OR
1983,"Neah Bay, WA",2.7,WA
1982,"Cameron, LA",714.7,LA
1982,"Reedville, VA",576.7,VA
1982,"Los Angeles, CA",334.8,CA
1982,"Pascagoula-Moss Point, MS",331.6,MS
1982,"Empire-Venice, LA",267.3,LA
1982,"Dulac-Chauvin, LA",265.6,LA
1982,"Gloucester, MA",148.2,MA
1982,"San Diego, CA",106.8,CA
1982,"Kodiak, AK",105.3,AK
1982,"New Bedford, MA",95.7,MA
1982,"Portland, ME",68.1,ME
1982,"Point Judith, RI",65.1,RI
1982,"Rockland, ME",50.6,ME
1982,"Dutch Harbor, AK",47.0,AK
1982,"Newport, OR",46.7,OR
1982,"Cape May-Wildwood, NJ",45.2,NJ
1982,"Astoria, OR",45.0,OR
1982,"Monterey, CA",44.5,CA
1982,"Seattle, WA",44.4,WA
1982,"San Francisco Area, CA",43.5,CA
1982,"Petersburg, AK",38.8,AK
1982,"Coos Bay-Charleston, OR",37.0,OR
1982,"Port Hueneme-Oxnard-Ventura, CA",36.4,CA
1982,"Eureka, CA",36.0,CA
1982,"Akutan, AK",33.4,AK
1982,"Wanchese-Stumpy Point, NC",32.5,NC
1982,"Hampton Roads Area, VA",30.4,VA
1982,"Provincetown-Chatham, MA",30.3,MA
1982,"Boston, MA",27.7,MA
1982,"Bellingham, WA",26.6,WA
1982,"Ocean City, MD",23.4,MD
1982,"Westport, WA",21.1,WA
1982,"Atlantic City, NJ",19.1,NJ
1982,"Brownsville-Port Isabel, TX",19.0,TX
1982,"Aransas Pass-Rockport, TX",18.0,TX
1982,"Bayou La Batre, AL",17.8,AL
1982,"Crescent City, CA",17.7,CA
1982,"Fort Bragg, CA",16.8,CA
1982,"Fernandina Beach, FL",16.5,FL
1982,"Golden Meadow-Leeville, LA",14.2,LA
1982,"Oriental-Vandemere, NC",14.0,NC
1982,"Cape Canaveral, FL",12.5,FL
1982,"Lafitte-Barataria, LA",11.9,LA
1982,"Anacortes-La Conner, WA",11.9,WA
1982,"Santa Barbara, CA",11.0,CA
1982,"Delacroix-Yscloskey, LA",10.6,LA
1982,"Point Pleasant, NJ",10.5,NJ
1982,"Delcambre, LA",10.4,LA
1982,"Key West, FL",10.0,FL
1982,"Ilwaco-Chinook, WA",9.9,WA
1982,"Everett, WA",9.5,WA
1982,"Fort Myers, FL",9.2,FL
1982,"Freeport, TX",9.0,TX
1982,"Apalachicola, FL",9.0,FL
1982,"Brookings, OR",7.7,OR
1982,"Darien-Bellville, GA",7.1,GA
1982,"Galveston, TX",7.0,TX
1982,"Chincoteague, VA",6.6,VA
1982,"Port Lavaca, TX",6.0,TX
1982,"Bon Secour-Gulf Shores, AL",5.9,AL
1982,"Grand Isle, LA",5.6,LA
1982,"Port Arthur, TX",5.0,TX
1982,"Palacios, TX",5.0,TX
1982,"Cape Charles-Oyster, VA",4.7,VA
1982,"Morro Bay, CA",4.2,CA
1981,"Cameron, LA",447.0,LA
1981,"Los Angeles, CA",373.0,CA
1981,"Empire-Venice, LA",221.0,LA
1981,"Pascagoula-Moss Point, MS",220.0,MS
1981,"Dulac-Chauvin, LA",203.0,LA
1981,"Kodiak, AK",193.0,AK
1981,"Gloucester, MA",166.0,MA
1981,"San Diego, CA",149.0,CA
1981,"New Bedford, MA",76.0,MA
1981,"Dutch Harbor, AK",73.0,AK
1981,"Ketchikan, AK",52.0,AK
1981,"Monterey, CA",49.0,CA
1981,"Port Hueneme-Oxnard-Ventura, CA",48.0,CA
1981,"Newport, OR",46.0,OR
1981,"Rockland, ME",44.0,ME
1981,"Astoria, OR",44.0,OR
1981,"Cape May-Wildwood, NJ",42.0,NJ
1981,"Point Judith, RI",41.0,RI
1981,"Akutan, AK",40.0,AK
1981,"Wanchese-Stumpy Point, NC",39.0,NC
1981,"Portland, ME",39.0,ME
1981,"Petersburg, AK",39.0,AK
1981,"Coos Bay-Charleston, OR",36.0,OR
1981,"San Francisco Area, CA",35.0,CA
1981,"Eureka, CA",35.0,CA
1981,"Hampton Roads Area, VA",29.0,VA
1981,"Brownsville-Port Isabel, TX",28.0,TX
1981,"Boston, MA",28.0,MA
1981,"Bellingham, WA",27.0,WA
1981,"Seattle, WA",25.0,WA
1981,"Bayou La Batre, AL",25.0,AL
1981,"Westport, WA",24.0,WA
1981,"Aransas Pass-Rockport, TX",24.0,TX
1981,"Ocean City, MD",23.0,MD
1981,"Provincetown-Chatham, MA",19.0,MA
1981,"Key West, FL",18.0,FL
1981,"Atlantic City, NJ",18.0,NJ
1981,"Oriental-Vandemere, NC",17.0,NC
1981,"Cape Canaveral, FL",17.0,FL
1981,"Ilwaco-Chinook, WA",16.0,WA
1981,"Golden Meadow-Leeville, LA",16.0,LA
1981,"Fort Myers, FL",15.0,FL
1981,"Fort Bragg, CA",15.0,CA
1981,"Crescent City, CA",15.0,CA
1981,"Santa Barbara, CA",14.0,CA
1981,"Lafitte-Barataria, LA",14.0,LA
1981,"Freeport, TX",14.0,TX
1981,"Apalachicola, FL",12.0,FL
1981,"Delcambre, LA",11.0,LA
1981,"Point Pleasant, NJ",10.0,NJ
1981,"Chincoteague, VA",9.0,VA
1981,"Anacortes-La Conner, WA",9.0,WA
1981,"Galveston, TX",8.0,TX
1981,"Grand Isle, LA",7.0,LA
1981,"Cape Charles-Oyster, VA",7.0,VA
1981,"Brookings, OR",7.0,OR
1981,"Bon Secour-Gulf Shores, AL",7.0,AL
1981,"Darien-Bellville, GA",6.0,GA
1981,"Thunderbolt, GA",5.0,GA
1981,"Port Arthur, TX",5.0,TX
1981,"Morro Bay, CA",5.0,CA
